question_id,scope,rooted_level,rooted_level_label,n_images,mean_signed_error,mean_signed_error_ci_lo,mean_signed_error_ci_hi,mean_signed_error_ci_method,mean_abs_error,mean_abs_error_ci_lo,mean_abs_error_ci_hi,mean_abs_error_ci_method,mean_reference_cover,part_of_cover_gradient_tests,note
Q3,pooled,0,absent,766,2.940060922541341,2.438225535837488,3.4101460669501633,BCa,5.998655352480417,5.640070510369433,6.413410854769756,BCa,7.9867493472584865,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,pooled,1,"present, not counted as cover",94,10.052393617021277,7.915967561192214,12.099206893800934,BCa,12.491312056737591,11.029743967548626,14.32307534040804,BCa,9.704255319148936,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,pooled,2,"present, counted as cover",295,0.4257768361581922,-1.0768691164332327,1.866789146000914,BCa,11.99569209039548,11.10896319728214,13.05157108144652,BCa,25.027118644067798,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,Short,0,absent,766,2.6907963446475196,2.201608126822534,3.1514736333414803,BCa,5.413555265448215,5.058726566572051,5.82328513147679,BCa,7.9867493472584865,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,Short,1,"present, not counted as cover",94,10.92872340425532,8.824606094427025,13.265406442287762,BCa,12.626950354609924,10.918431056605185,14.779199947235758,BCa,9.704255319148936,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,Short,2,"present, counted as cover",295,2.5175141242937853,1.0926553672316386,3.8745762711864407,BCa,10.540677966101695,9.707135463191095,11.52583588277623,BCa,25.027118644067798,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,Point-Hint,0,absent,766,2.7089164490861615,2.216728555353349,3.196244555525224,BCa,5.551257615317668,5.182094009558933,6.008170796529197,BCa,7.9867493472584865,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,Point-Hint,1,"present, not counted as cover",94,10.989007092198582,8.85923143276339,13.338283390274347,BCa,12.680851063829786,10.98424918420564,14.837874844230534,BCa,9.704255319148936,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,Point-Hint,2,"present, counted as cover",295,3.036723163841808,1.4986884197638444,4.4672979530945645,BCa,11.2045197740113,10.315683182509737,12.23329681319869,BCa,25.027118644067798,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
Q3,Grid-Overlay,0,absent,766,3.924912967798085,3.412601397334402,4.428249569037858,BCa,6.470147954743255,6.100267155881923,6.877901442379368,BCa,7.9867493472584865,False,"Descriptive interval, not a test -- no p-value, no multiplicity correction. The reference cover bin is not held fixed here; this is a marginal mean over whatever images carry this annotation level in this scope. The bin-adjusted coefficient on rooted_dead_alike_plants is in Q3_covariate_models.csv. mean_reference_cover is reported so a reader can see how far this level sits from the other two on the cover gradient itself."
